Agemos,P3,P5,P10,P25,P50,P75,P90,P95,P97
60.5,14.34277271,14.70923661,15.31758235,16.47470852,18.02313904,19.95048336,22.14604136,23.75023626,24.94401317
61.5,14.47934293,14.85021811,15.46614444,16.63861163,18.20956418,20.16833747,22.40459718,24.04202158,25.26252369
62.5,14.61652406,14.9918623,15.61545325,16.80341543,18.3970876,20.38753372,22.66479513,24.33570429,25.5831532
63.5,14.75426001,15.13411929,15.76546914,16.96909934,18.58571243,20.60809964,22.92668027,24.63133325,25.90594748
64.5,14.89249907,15.27694359,15.91615695,17.13564756,18.77544728,20.83006969,23.19030686,24.92896835,26.23096473
65.5,15.03119376,15.42029408,16.06748615,17.30304956,18.966307,21.05348599,23.45573857,25.22868007,26.55827443
66.5,15.17030121,15.56413437,16.21943117,17.4713002,19.15831267,21.27839816,23.72304816,25.5305491,26.88795694
67.5,15.30978338,15.70843301,16.37197155,17.64039992,19.35149163,21.50486316,23.99231712,25.83466581,27.2201029
68.5,15.4496077,15.85316397,16.52509225,17.81035463,19.54587708,21.7329446,24.263635,26.14112991,27.55481321
69.5,15.5897467,15.99830645,16.67878363,17.98117606,19.74150854,21.96271325,24.53709941,26.45004964,27.89219758
70.5,15.73017845,16.1438452,16.83304163,18.15288153,19.93843145,22.19424627,24.8128152,26.76154129,28.2323743
71.5,15.87088741,16.28977109,16.98786798,18.32549376,20.13669623,22.42762598,25.09089343,27.07572865,28.57547042
72.5,16.01186303,16.43608019,17.14326985,18.49904125,20.33635961,22.66294138,25.3714519,27.39274198,28.92161906
73.5,16.15310112,16.58277468,17.29926017,18.67355775,20.53748298,22.90028597,25.65461346,27.71271759,29.27096042
74.5,16.29460329,16.72986243,17.4558574,18.84908224,20.74013277,23.13975807,25.94050589,28.03579694,29.62364011
75.5,16.43637669,16.87735682,17.61308542,19.02565892,20.94438028,23.38146064,26.22926131,28.36212579,29.97980811
76.5,16.57843458,17.02527707,17.77097356,19.20333679,21.15030093,23.62550009,26.52101516,28.69185351,30.33961853
77.5,16.72079656,17.17364841,17.92955656,19.38216922,21.35797332,23.87198507,26.815905,29.02513239,30.70322948
78.5,16.86348713,17.32250091,18.08887399,19.56221428,21.56748045,24.12102802,27.11407112,29.36211644,31.07080008
79.5,17.00653572,17.47186953,18.24897012,19.74353436,21.77890902,24.37274421,27.41565556,29.70296069,31.44248988
80.5,17.14997871,17.62179544,18.40989435,19.92619507,21.99234686,24.62724833,27.72079958,30.04782073,31.81846107
81.5,17.2938564,17.77232382,18.57170012,20.110266,22.20788541,24.88465774,28.02964533,30.39685131,32.19887352
82.5,17.43821437,17.92350474,18.73444512,20.29581981,22.4256177,25.14508981,28.3423338,30.75020585,32.58388611
83.5,17.58310295,18.07539265,18.89819089,20.48293203,22.64563824,25.40866182,28.65900443,31.10803553,32.97365535
84.5,17.72857693,18.2280462,19.06300261,20.67168066,22.86804258,25.67549032,28.97979428,31.47048848,33.3683346
85.5,17.87469542,18.38152794,19.22894873,20.86214582,23.09292679,25.94569055,29.30483741,31.83770901,33.76807319
86.5,18.02152302,18.53590513,19.39610118,21.05440884,23.32038549,26.21937378,29.63426278,32.2098371,34.17301785
87.5,18.16912246,18.69124428,19.56453273,21.24855446,23.55051871,26.49665657,29.96819988,32.58700628,34.5833014
88.5,18.31756871,18.84762137,19.73432134,21.44466518,23.78341652,26.77764034,30.30676532,32.96934568,34.99906317
89.5,18.46693089,19.00510849,19.90554403,21.64282737,24.01917703,27.06243533,30.65007797,33.35697585,35.42042208
90.5,18.61728653,19.16378421,20.07828129,21.84312554,24.25789074,27.35113996,30.99824532,33.75001097,35.84749737
91.5,18.76871394,19.32372789,20.25261432,22.04564463,24.49964778,27.64385046,31.3513695,34.14855665,36.28039703
92.5,18.92129383,19.48502077,20.42862531,22.25046892,24.74453536,27.94065757,31.70954484,34.55270981,36.71922013
93.5,19.07510898,19.64774563,20.60639712,22.45768158,24.99263735,28.24164611,32.07285742,34.96255799,37.16405609
94.5,19.23024402,19.8119865,20.7860129,22.6673643,25.24403371,28.54689431,32.44138436,35.37817885,37.61498429
95.5,19.38678267,19.9778266,20.96755499,22.87959773,25.49880264,28.85647669,32.81519554,35.79963916,38.07206991
96.5,19.54481057,20.14535023,21.15110555,23.09445998,25.7570168,29.17045929,33.19435025,36.2269949,38.53536809
97.5,19.70441527,20.31464276,21.33674635,23.31202608,26.01874261,29.4888987,33.5788965,36.66029091,39.00492396
98.5,19.86568272,20.48578791,21.52455736,23.53236883,26.28404312,29.8118461,33.9688734,37.09955982,39.48076746
99.5,20.02869944,20.65886924,21.71461721,23.75555744,26.55297507,30.13934341,34.3643086,37.54482215,39.96291669
100.5,20.19355165,20.83396942,21.90700268,23.98165745,26.82558904,30.47142364,34.76521834,37.99608589,40.45137672
101.5,20.36032458,21.01116968,22.10178826,24.21073043,27.1019295,30.80811106,35.17160751,38.45334608,40.94613881
102.5,20.52910239,21.19054959,22.29904589,24.44283365,27.38203422,31.14942058,35.58346914,38.91658465,41.44718044
103.5,20.6999678,21.37218677,22.49884459,24.67801969,27.66593402,31.49535747,36.00078421,39.38577014,41.95446506
104.5,20.8730018,21.55615653,22.7012502,24.9163362,27.9536524,31.8459171,36.42352136,39.86085756,42.46794195
105.5,21.04828336,21.74253164,22.90632506,25.15782551,28.24520531,32.20108468,36.85163675,40.3417882,42.98754609
106.5,21.22588911,21.93138197,23.1141277,25.40252443,28.54060085,32.56083507,37.28507392,40.82848957,43.51319807
107.5,21.40589307,22.12277423,23.32471257,25.65046392,28.83983907,32.92513255,37.72376365,41.32087531,44.04480409
108.5,21.58836636,22.31677169,23.53812979,25.90166889,29.14291171,33.29393074,38.16762389,41.8188452,44.58225593
109.5,21.77337689,22.51343388,23.75442484,26.15615792,29.44980208,33.66717239,38.61655976,42.32228515,45.12543098
110.5,21.96098914,22.71281638,23.97363834,26.41394306,29.76048479,34.04478937,39.0704635,42.83106725,45.67419242
111.5,22.15126389,22.91497052,24.19580583,26.67502964,30.0749257,34.42670255,39.52921454,43.34504991,46.22838923
112.5,22.34425792,23.11994316,24.4209575,26.93941607,30.39308176,34.8128218,39.99267955,43.86407795,46.78785646
113.5,22.54002382,23.32777646,24.64911804,27.20709368,30.71490093,35.20304599,40.46071256,44.38798278,47.3524154
114.5,22.73860975,23.53850764,24.88030638,27.47804659,31.0403221,35.59726302,40.9331551,44.91658265,47.92187383
115.5,22.94005917,23.7521688,25.11453557,27.75225159,31.36927506,35.99534989,41.40983639,45.44968284,48.49602631
116.5,23.14441069,23.96878672,25.35181259,28.029678,31.7016805,36.3971728,41.89057352,45.98707597,49.07465451
117.5,23.35169781,24.18838263,25.59213818,28.31028765,32.03744999,36.80258726,42.37517172,46.52854232,49.65752758
118.5,23.56194878,24.4109721,25.83550673,28.59403476,32.37648607,37.21143829,42.86342465,47.07385017,50.24440253
119.5,23.77518637,24.63656488,26.08190616,28.88086594,32.71868225,37.62356058,43.35511467,47.62275619,50.83502464
120.5,23.99142774,24.86516468,26.33131782,29.17072015,33.06392318,38.03877869,43.85001322,48.17500585,51.42912799
121.5,24.21068424,25.09676913,26.58371638,29.4635287,33.4120847,38.45690737,44.34788119,48.73033386,52.02643587
122.5,24.43296131,25.33136962,26.8390698,29.7592153,33.76303402,38.87775177,44.84846931,49.28846466,52.62666135
123.5,24.65825833,25.56895119,27.09733925,30.05769609,34.1166299,39.30110778,45.35151857,49.84911291,53.22950783
124.5,24.88656847,25.80949245,27.35847906,30.35887971,34.47272283,39.72676238,45.8567607,50.41198402,53.8346696
125.5,25.11787864,26.05296553,27.62243677,30.66266737,34.83115524,40.15449395,46.36391866,50.9767747,54.44183245
126.5,25.35216934,26.29933598,27.88915304,30.96895298,35.19176177,40.58407272,46.87270712,51.54317357,55.0506743
127.5,25.58941249,26.5485612,28.15856107,31.27762411,35.55437176,41.01526401,47.38283479,52.11086123,55.66086287
128.5,25.82958069,26.80059725,28.43058954,31.58855853,35.91879976,41.44781609,47.89399722,52.67951305,56.27206944
129.5,26.0726318,27.05538753,28.70515783,31.90163028,36.28486194,41.88148136,48.40589011,53.2487963,56.88394797
130.5,26.31852113,27.31287184,28.98217994,32.21670522,36.65236365,42.31600037,48.91819978,53.81837358,57.49615297
131.5,26.56719327,27.57298031,29.26156199,32.5336442,37.02110818,42.75111318,49.43061053,54.38790173,58.10832895
132.5,26.81859231,27.83564104,29.5432056,32.85229967,37.39088668,43.18654635,49.94279684,54.95703466,58.72012509
133.5,27.0726516,28.10077256,29.82700474,33.17251956,37.76148905,43.62202704,50.45443246,55.52542195,59.33118206
134.5,27.3292989,28.3682877,30.11284746,33.49414573,38.1326991,44.05727678,50.96518685,56.0927106,59.94113978
135.5,27.5884554,28.63809288,30.4006158,33.81701463,38.50429603,44.49201341,51.47472671,56.65854557,60.54963673
136.5,27.85003573,28.91008824,30.69018587,34.14095759,38.87605489,44.92595166,51.98271665,57.22257051,61.15631078
137.5,28.11394809,29.18416775,30.98142809,34.46580111,39.24774707,45.35880379,52.48881992,57.78442851,61.76079992
138.5,28.38009427,29.46021931,31.27420739,34.79136727,39.61914076,45.79028017,52.99269914,58.34376285,62.36274309
139.5,28.64837137,29.73812611,31.56838398,35.11747352,39.98999994,46.22008796,53.49401569,58.90021802,62.96178288
140.5,28.91866389,30.01776074,31.8638107,35.44393549,40.36009244,46.64794172,53.99243685,59.45343918,63.55755646
141.5,29.1908599,30.29899746,32.16033905,35.77056256,40.72917544,47.07354407,54.48762378,60.00307549,64.14971608
142.5,29.46483511,30.58170029,32.45781366,36.09716305,41.09701099,47.4966064,54.97924502,60.5487783,64.73791012
143.5,29.74046108,30.86572924,32.75607548,36.4235422,41.46335907,47.91683947,55.4669708,61.09020319,65.32179369
144.5,30.01760377,31.15093935,33.05496144,36.7495031,41.82797963,48.33395608,55.9504751,61.62701045,65.90102746
145.5,30.29612378,31.43718091,33.35430482,37.07484703,42.19063313,48.74767177,56.42943635,62.15886584,66.47527837
146.5,30.57587654,31.72429973,33.6539355,37.39937399,42.55108107,49.15770541,56.90353811,62.68544133,67.04422046
147.5,30.85671255,32.01213742,33.95368036,37.72288302,42.90908653,49.56377988,57.37246984,63.20641583,67.60753554
148.5,31.13847695,32.30053116,34.25336333,38.04517298,43.2644155,49.96562365,57.83592807,63.72147556,68.16491273
149.5,31.42101289,32.58931625,34.55280676,38.36604173,43.61683402,50.36296721,58.29361488,64.2303163,68.7160548
150.5,31.70415418,32.87832086,34.85182934,38.68528952,43.9661169,50.75555403,58.74524431,64.73264089,69.26066574
151.5,31.98773757,33.16737518,35.15025041,39.0027151,44.31203579,51.14312509,59.19053344,65.22816347,69.7984699
152.5,32.27158972,33.45630184,35.44788577,39.31812066,44.65437319,51.52543729,59.62921442,65.7166078,70.32919455
153.5,32.55553716,33.74492348,35.74455149,39.63130927,44.99291356,51.90225139,60.06102656,66.19770861,70.85258197
154.5,32.83940314,34.03306041,36.04006296,39.94208624,45.32744704,52.273337,60.48572025,66.67121259,71.36838696
155.5,33.12300797,34.3205311,36.33423538,40.25025974,45.65777013,52.63847339,60.90305741,67.13687835,71.87637634
156.5,33.40616909,34.60715224,36.62688403,40.55564134,45.98368656,52.99745045,61.31281247,67.59447719,72.37632936
157.5,33.68870064,34.89273857,36.91782442,40.85804669,46.30500858,53.35007037,61.71477365,68.04379345,72.86803693
158.5,33.97041915,35.17710718,37.20687443,41.15729406,46.62155183,53.69614073,62.10873877,68.4846261,73.35131006
159.5,34.25113618,35.46007223,37.49385217,41.45320759,46.93314404,54.03548596,62.49452276,68.91678763,73.82596855
160.5,34.5306634,35.74144871,37.77857793,41.74561603,47.23962058,54.36794129,62.87195405,69.34010551,74.2918484
161.5,34.80881186,36.0210521,38.06087423,42.03435353,47.54082604,54.69335479,63.24087599,69.75442235,74.74880046
162.5,35.08539244,36.29869877,38.34056621,42.31926009,47.83661466,55.01158787,63.60114743,70.15959636,75.19669066
163.5,35.36021624,36.57420636,38.61748204,42.60018191,48.12685082,55.32251577,63.95264314,70.55550168,75.63540025
164.5,35.63309497,36.84739419,38.89145331,42.87697183,48.41140938,55.62602801,64.29525433,70.94202872,76.0648259
165.5,35.90384139,37.11808367,39.16231542,43.14948969,48.69017613,55.9220288,64.62888901,71.31908448,76.48487978
166.5,36.17226975,37.38609874,39.42990799,43.4176027,48.9630481,56.21043748,64.95347244,71.68659282,76.8954897
167.5,36.43819618,37.65126622,39.69407521,43.68118578,49.22993391,56.49118881,65.26894746,72.04449469,77.29659902
168.5,36.70143915,37.91341628,39.95466626,43.94012186,49.49075409,56.76423337,65.57527484,72.39274832,77.68816668
169.5,36.96181994,38.17238283,40.21153565,44.19430225,49.74544132,57.02953776,65.87243353,72.73132942,78.0701671
170.5,37.21916305,38.42800396,40.4645436,44.4436269,49.99394068,57.2870849,66.16042095,73.06023127,78.44259001
171.5,37.47329665,38.68012233,40.71355642,44.68800466,50.23620985,57.53687418,66.43925318,73.37946482,78.80544037
172.5,37.72405025,38.92858345,40.95844577,44.92735442,50.47222213,57.77892568,66.70896797,73.68905842,79.15873364
173.5,37.97126574,39.17324412,41.19909297,45.16160204,50.70195581,58.01326503,66.96961412,73.98905915,79.5025122
174.5,38.2147829,39.41396159,41.4353838,45.39068521,50.92540942,58.23994486,67.22126661,74.27953085,79.83682168
175.5,38.45444923,39.65060094,41.66721226,45.61455072,51.14259229,58.45903143,67.46401722,74.5605553,80.16172522
176.5,38.69011819,39.8830339,41.89448008,45.83315528,51.3535268,58.67060766,67.69797665,74.83223179,80.47729968
177.5,38.92164966,40.11113919,42.11709702,46.0464657,51.55824831,58.87477302,67.92327441,75.09467698,80.78363524
178.5,39.14891037,40.33480295,42.33498116,46.25445894,51.75680513,59.07164337,68.14005866,75.34802466,81.08083497
179.5,39.37177435,40.55391906,42.54805916,46.45712228,51.94925841,59.26135066,68.34849595,75.5924255,81.36901438
180.5,39.59012338,40.76838955,42.7562665,46.65445329,52.13568193,59.44404265,68.5487709,75.82804673,81.64830091
181.5,39.80384736,40.97812493,42.95954776,46.84645992,52.31616197,59.61988254,68.74108582,76.05507182,81.91883344
182.5,40.01284477,41.18304453,43.1578568,47.03316051,52.49079703,59.78904852,68.92566027,76.27369999,82.18076174
183.5,40.21702302,41.3830768,43.35115698,47.21458375,52.65969757,59.95173329,69.10273048,76.48414576,82.43424593
184.5,40.41629881,41.57815964,43.53942133,47.39076866,52.82298572,60.10814351,69.27254876,76.68663841,82.67945587
185.5,40.61059851,41.76824065,43.72263271,47.56176451,52.9807949,60.25849917,69.43538282,76.88142138,82.91657062
186.5,40.79985847,41.95327736,43.90078396,47.72763073,53.13326946,60.40303292,69.59151495,77.06875157,83.1457778
187.5,40.98402528,42.1332375,44.07387796,47.8884368,53.28056425,60.54198938,69.74124122,77.24889863,83.36727297
188.5,41.16305606,42.30809914,44.24192774,48.04426208,53.42284417,60.67562433,69.8848705,77.42214413,83.581259
189.5,41.33691866,42.4778509,44.40495652,48.19519564,53.5602837,60.80420388,70.0227235,77.58878071,83.78794544
190.5,41.50559186,42.642492,44.5629977,48.34133606,53.69306637,60.92800363,70.15513163,77.74911109,83.98754779
191.5,41.66906547,42.80203238,44.71609485,48.4827912,53.82138422,61.04730771,70.28243588,77.90344707,84.18028693
192.5,41.82734048,42.95649273,44.86430165,48.6196779,53.94543725,61.16240788,70.40498554,78.05210841,84.36638832
193.5,41.98042905,43.10590449,45.00768175,48.7521217,54.06543278,61.27360245,70.52313696,78.19542171,84.54608137
194.5,42.12835452,43.25030973,45.14630867,48.88025651,54.18158486,61.38119533,70.63725215,78.33371911,84.71959869
195.5,42.27115134,43.38976112,45.28026556,49.0042242,54.29411356,61.48549489,70.74769732,78.46733702,84.88717537
196.5,42.40886495,43.52432169,45.40964499,49.12417422,54.40324431,61.58681291,70.85484146,78.59661472,85.04904822
197.5,42.54155162,43.65406467,45.5345486,49.24026312,54.50920717,61.68546339,70.95905471,78.72189292,85.205455
198.5,42.66927817,43.77907316,45.65508683,49.35265405,54.61223603,61.7817614,71.06070688,78.84351231,85.35663368
199.5,42.79212167,43.89943983,45.77137845,49.46151622,54.71256787,61.87602186,71.16016568,78.96181194,85.50282159
200.5,42.91016914,44.01526649,45.88355015,49.5670243,54.81044184,61.96855832,71.25779513,79.07712765,85.64425466
201.5,43.02351704,44.12666366,45.99173597,49.66935776,54.90609842,62.05968162,71.35395381,79.18979044,85.78116658
202.5,43.13227083,44.23375003,46.09607679,49.76870017,54.99977846,62.14969862,71.44899305,79.30012477,85.91378798
203.5,43.23654442,44.33665192,46.19671962,49.86523842,55.09172217,62.23891075,71.54325519,79.40844685,86.04234557
204.5,43.33645956,44.43550259,46.29381699,49.95916191,55.18216811,62.32761268,71.63707172,79.51506292,86.16706131
205.5,43.43214518,44.53044156,46.38752609,50.05066163,55.271352,62.41609075,71.73076142,79.62026752,86.28815157
206.5,43.52373663,44.62161386,46.47800802,50.13992923,55.35950558,62.50462147,71.82462845,79.72434173,86.40582627
207.5,43.61137495,44.70916923,46.56542689,50.22715595,55.44685531,62.59346994,71.91896047,79.82755144,86.52028803
208.5,43.69520604,44.79326117,46.64994883,50.31253151,55.53362107,62.68288814,72.01402668,79.9301456,86.63173131
209.5,43.77537971,44.8740461,46.73174101,50.39624297,55.62001464,62.77311319,72.11007585,80.03235456,86.74034162
210.5,43.85204883,44.95168231,46.81097052,50.47847336,55.70623826,62.86436555,72.20733438,80.13438837,86.84629466
211.5,43.9253721,45.02633189,46.88780489,50.55939966,55.79247939,62.95684135,72.3059993,80.23643485,86.9497625
212.5,43.99549743,45.09814744,46.96240411,50.6391944,55.87892356,63.05073398,72.40625667,80.33865934,87.05088422
213.5,44.06258481,45.16728964,47.03492965,50.71801935,55.96573022,63.14619584,72.50824833,80.44120111,87.14980899
214.5,44.12678882,45.23391322,47.10553608,50.79602716,56.05304601,63.24336091,72.61209121,80.54417335,87.24666536
215.5,44.18826162,45.29816896,47.17437139,50.87335876,56.14099882,63.34233618,72.71786996,80.64766146,87.34156823
216.5,44.24715174,45.36020233,47.24157543,50.95014153,56.22969564,63.44319934,72.82563495,80.75172168,87.43461808
217.5,44.30360275,45.42015206,47.30727836,51.02648735,56.3192203,63.54599643,72.93540037,80.85638,87.52590032
218.5,44.35775192,45.47814866,47.37159889,51.10249055,56.40963105,63.65073939,73.04714239,80.96163098,87.61548453
219.5,44.40972877,45.53431283,47.43464251,51.17822572,56.50095811,63.75740358,73.16079731,81.06743678,87.70342388
220.5,44.45965358,45.58875384,47.49649958,51.25374544,56.59320107,63.86592525,73.27625982,81.17372627,87.78975439
221.5,44.50763581,45.64156773,47.55724333,51.32907793,56.68632619,63.97619897,73.39338138,81.28039424,87.87449436
222.5,44.5537724,45.69283549,47.61692775,51.40422448,56.78026364,64.08807505,73.51196857,81.38730069,87.95764367
223.5,44.598146,45.74262109,47.6755854,51.47915686,56.87490465,64.20135697,73.63178167,81.49427023,88.03918325
224.5,44.64082307,45.79096943,47.733225,51.55381463,56.97009856,64.31579883,73.75253327,81.60109165,88.11907438
225.5,44.68185184,45.83790409,47.78982906,51.62810228,57.06564989,64.43110284,73.87388701,81.70751748,88.19725823
226.5,44.72126019,45.88342504,47.84535121,51.70188628,57.16131528,64.54691678,73.99545642,81.8132637,88.27365525
227.5,44.75905693,45.92750914,47.89971542,51.7749921,57.25679821,64.66282755,74.11679995,81.91800816,88.34816753
228.5,44.79521204,45.97009344,47.9528045,51.84720202,57.35175792,64.77837954,74.23743894,82.02139464,88.42066003
229.5,44.82968627,46.01109826,48.00447244,51.91824859,57.44578172,64.89303137,74.35682105,82.12302792,88.49100174
230.5,44.86239882,46.05040055,48.05452712,51.98781418,57.53840429,65.00619161,74.47435424,82.22248225,88.55903385
231.5,44.89323794,46.08784264,48.10273611,52.05553129,57.62910094,65.11720439,74.58938617,82.3192791,88.62454872
232.5,44.92205384,46.12322421,48.14881709,52.12097097,57.7172758,65.22534243,74.70121281,82.41291688,88.68734305
233.5,44.94865678,46.15630107,48.1924379,52.1836449,57.80226553,65.32980994,74.80907365,82.50285304,88.74718402
234.5,44.97281279,46.18678082,48.23321202,52.24300075,57.88333502,65.42973979,74.91215216,82.58850833,88.80381758
235.5,44.99423978,46.21431895,48.27069475,52.2984187,57.95967458,65.52419173,75.00957518,82.66926695,88.85696942
236.5,45.01260329,46.23851477,48.3043794,52.34920805,58.0303973,65.61215061,75.10041216,82.74447678,88.90634626
237.5,45.02751676,46.2589107,48.33369518,52.39460282,58.09453209,65.69251821,75.18366937,82.81344962,88.95164479
238.5,45.03852094,46.27497563,48.35799667,52.4337619,58.15103575,65.76413346,75.25830602,82.87546122,88.99252982
239.5,45.04509979,46.28611635,48.37656825,52.46576117,58.1987714,65.8257417,75.32321054,82.92975179,89.02866893
240,45.04654822,46.28963394,48.38346004,52.47876433,58.21897289,65.85237979,75.35164989,82.95375457,89.04485133
